images,specification,feature,product_name
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/dm-series-triple-mowers/gallery/massey-ferguson-dm-series-triple-mower-dm306-close-up.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/dm-series-triple-mowers/gallery/massey-ferguson-dm-series-triple-mower-mfdm9314-closeup.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/dm-series-triple-mowers/gallery/massey-ferguson-dm-series-triple-mower-cutting-from-far-off.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/dm-series-triple-mowers/gallery/massey-ferguson-dm-series-triple-mower-drive-guard-shear-protection.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/dm-series-triple-mowers/gallery/massey-ferguson-dm-series-triple-mower-tine-conditioner.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/dm-series-triple-mowers/gallery/massey-ferguson-dm-series-triple-mower-mowing-alfalfa-from-behind.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/Mowers and Conditioners/dm-series-triple-mowers/gallery/massey-ferguson-dm-series-triple-mower-mowers-folded-up.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Base Mower Weight- W/O conditioner lb (kg)': '2051 (930)', u'Model': 'DM306FZ', u'Type': 'Front', u'Working Width: ft (m)': '9\'10"" (3.0)', u'Minimum PTO HP requirement- no optional equipment': '75'}, {u'Base Mower Weight- W/O conditioner lb (kg)': '4675 (2,120)', u'Model': 'DM9314TL', u'Type': 'Rear Butterfly', u'Working Width: ft (m)': '30\'6""', u'Minimum PTO HP requirement- no optional equipment': '175'}]","Innovation,Capability",Massey Ferguson | DM Series Triple Mowers
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/disc-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-razorbar-disc-headers-swath-and-cut.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/disc-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-razorbar-disc-headers-cutting-from-behind.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/disc-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-razorbar-disc-headers-wr9800-cutting-alfalfa.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/disc-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-razorbar-disc-headers-hydraulic-roll-tension.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/disc-headers/9100-series/gallery/hesston-series-by-massey-ferguson-9100-series-razorbar-disc-headers-cutterbar.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Number of Discs': '8', u'Conditioners': '2', u'Header Width ft (m)': '13 (4)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9183', u'Roll Tension': 'Hydraulic'}, {u'Number of Discs': '8', u'Conditioners': '4', u'Header Width ft (m)': '13 (4)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9186 Twin Max', u'Roll Tension': 'Hydraulic'}, {u'Number of Discs': '10', u'Conditioners': '2', u'Header Width ft (m)': '16 (4.9)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9195', u'Roll Tension': 'Hydraulic'}, {u'Number of Discs': '10', u'Conditioners': '4', u'Header Width ft (m)': '16 (4.9)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9196 Twin Max', u'Roll Tension': 'Hydraulic'}]","Innovation,Capability",Massey Ferguson | 9100 Series Razorbar Disc Headers
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/draper-headers/5300-series-draper-headers/gallery/hesston-by-massey-ferguson-5300-series-draper-header-front-view.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/draper-headers/5300-series-draper-headers/gallery/hesston-by-massey-ferguson-5300-series-draper-header-roading-with-rear-steer.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/draper-headers/5300-series-draper-headers/gallery/hesston-by-massey-ferguson-5300-series-draper-header-canola-swath.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/draper-headers/5300-series-draper-headers/gallery/hesston-by-massey-ferguson-5300-series-draper-header-wr9800-windrower-in-canola.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Hay and Forage/draper-headers/5300-series-draper-headers/gallery/hesston-by-massey-ferguson-5300-series-draper-header-side-panel.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Hydraulic Knife Drive': 'Double', u'Model': '5300', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '40 (12.2)'}, {u'Hydraulic Knife Drive': 'Double', u'Model': '5300', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '35 (10.7)'}, {u'Hydraulic Knife Drive': 'Double or Single', u'Model': '5300', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '30 (9.1)'}, {u'Hydraulic Knife Drive': 'Double or Single', u'Model': '5300', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '25 (7.6)'}, {u'Hydraulic Knife Drive': 'Double', u'Model': '5300', u'Swath Delivery': 'Center', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '20 (6.1)'}]","Innovation,Capability",Massey Ferguson | 5300 Draper Headers
,"[{u'Number of Discs': '8', u'Conditioners': '2', u'Header Width ft (m)': '13 (4)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9283', u'Roll Tension': 'Hydraulic'}, {u'Number of Discs': '8', u'Conditioners': '4', u'Header Width ft (m)': '13 (4)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9286 Twin Max', u'Roll Tension': 'Hydraulic'}, {u'Number of Discs': '10', u'Conditioners': '2', u'Header Width ft (m)': '16 (4.9)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9295', u'Roll Tension': 'Hydraulic'}, {u'Number of Discs': '10', u'Conditioners': '4', u'Header Width ft (m)': '16 (4.9)', u'Swath Width in (m)': '40 - 96 (1 - 2.4)', u'Model': '9296 Twin Max', u'Roll Tension': 'Hydraulic'}]",,Hesston by Massey Ferguson 9200 Series Razorbar Disc Headers
,"[{u'Hydraulic Knife Drive': 'Double', u'Model': '5400', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '40 (12.2)'}, {u'Hydraulic Knife Drive': 'Double', u'Model': '5400', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '35 (10.7)'}, {u'Hydraulic Knife Drive': 'Double or Single', u'Model': '5400', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '30 (9.1)'}, {u'Hydraulic Knife Drive': 'Double or Single', u'Model': '5400', u'Swath Delivery': 'Center or Side', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '25 (7.6)'}, {u'Hydraulic Knife Drive': 'Double', u'Model': '5400', u'Swath Delivery': 'Center', u'Swath Width in (m)': '78.5 (2)', u'Header Width ft (m)': '20 (6.1)'}]",,Hesston by Massey Ferguson 5400 Draper Headers
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-8.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/MF-7600-Series-MAS-0245-154.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-7.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-9.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-3-(1).jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-1.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-5.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-6.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/High Horsepower Tractors/7600 Series Row Crop/Gallery/massey-ferguson-7600-series-row-crop-tractor-3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Testimonial Images/testimonial-7600-quote-matt-mcdonald.jpg/jcr:content/renditions/original,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Testimonial Images/testimonial-7600-quote-charles-hesse.jpg/jcr:content/renditions/original,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Testimonial Images/testimonial-7600-quote-mike-alvin.jpg/jcr:content/renditions/original,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Testimonial Images/testimonial-7600-quote-ismael-villeneuve.jpg/jcr:content/renditions/original","[{u'Max HP': '142', u'Transmission': 'Dyna-4 (16x16)', u'Rear Lift Capacity @ link ends (lbs)': '9800', u'PTO HP': '110', u'Emissions Level': 'Tier 4 Interim', u'Model': '7614', u'Rated HP @ 2100 rpm': '130'}, {u'Max HP': '153', u'Transmission': 'Dyna-4 (16x16), Dyna-6 (24x24), Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '9,800, 11,500 (Dyna-VT)', u'PTO HP': '120, 110', u'Emissions Level': 'Tier 4 Interim', u'Model': '7615', u'Rated HP @ 2100 rpm': '140'}, {u'Max HP': '164', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '9,800, 11,500', u'PTO HP': '120', u'Emissions Level': 'Tier 4 Interim', u'Model': '7616', u'Rated HP @ 2100 rpm': '150'}, {u'Max HP': '180', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '9,800, 11,500', u'PTO HP': '130', u'Emissions Level': 'Tier 4 Interim', u'Model': '7618', u'Rated HP @ 2100 rpm': '165'}, {u'Max HP': '190', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '14,000, 13,715', u'PTO HP': '140', u'Emissions Level': 'Tier 4 Interim', u'Model': '7619', u'Rated HP @ 2100 rpm': '170'}, {u'Max HP': '200, 205', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '14,000, 13,715', u'PTO HP': '150', u'Emissions Level': 'Tier 4 Interim', u'Model': '7620', u'Rated HP @ 2100 rpm': '180, 185'}, {u'Max HP': '222', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '14,000, 13,715', u'PTO HP': '165', u'Emissions Level': 'Tier 4 Interim', u'Model': '7622', u'Rated HP @ 2100 rpm': '200'}, {u'Max HP': '242, 250', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '14,000, 13,715', u'PTO HP': '180', u'Emissions Level': 'Tier 4 Interim', u'Model': '7624', u'Rated HP @ 2100 rpm': '220, 225'}, {u'Max HP': '265', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT (CVT)', u'Rear Lift Capacity @ link ends (lbs)': '14,000, 13,715', u'PTO HP': '195', u'Emissions Level': 'Tier 4 Interim', u'Model': '7626', u'Rated HP @ 2100 rpm': '240'}]","Innovation,Capability,Comfort",Massey Ferguson | 7600 Series Row Crop Tractor
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-2900-series-Baler-baling-IMG_2587.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-1380-Series-disc-mower-cutting-DJI_0797.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-cab-IMG_9974.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-1380-Series-disc-mower-cutting-cab-DJI_0815.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-2900-series-Baler-baling-IMG_0751.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-2900-series-Baler-baling-IMG_0657.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-1380-Series-disc-mower-cutting-IMG_1432.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-2900-series-Baler-baling-IMG_0739.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6700S-series-mid-range/gallery/Massey-Ferguson-6700S-Series-Midrange-tractor-2900-series-Baler-baling-IMG_0640.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Engine': u'AGCO Power\u2122 4- cyl, 4.9 L, intercooled turbocharger,high-pressure common rail direct fuel injection', u'PTO\xa0HP\xa0(kW) @\xa02,200\xa0Rated\xa0RPM': '120 (89)', u'Model': 'MF6714S', u'Max\xa0Engine\xa0Power HP\xa0(kW)': '140 (104)', u'Rated\xa0Engine\xa0Power HP\xa0(kW)': '130 (97)'}, {u'Engine': u'AGCO Power\u2122 4- cyl, 4.9 L, intercooled turbocharger,high-pressure common rail direct fuel injection (HPCR)', u'PTO\xa0HP\xa0(kW) @\xa02,200\xa0Rated\xa0RPM': '130 (97)', u'Model': 'MF6715S', u'Max\xa0Engine\xa0Power HP\xa0(kW)': '150 (112)', u'Rated\xa0Engine\xa0Power HP\xa0(kW)': '140 (104)'}, {u'Engine': u'AGCO Power\u2122 4- cyl, 4.9 L, intercooled turbocharger,high-pressure common rail direct fuel injection (HPCR)', u'PTO\xa0HP\xa0(kW) @\xa02,200\xa0Rated\xa0RPM': '140 (104)', u'Model': 'MF6716S', u'Max\xa0Engine\xa0Power HP\xa0(kW)': '160 (119)', u'Rated\xa0Engine\xa0Power HP\xa0(kW)': '150 (112)'}]","Performance,Innovation,Ease of Use",Massey Ferguson | 6700S Series Mid-Range Tractors
,"[{u'Engine': u'AGCO Power\u2122 4-cyl, 4.4 L, intercooled turbocharger, high-pressure common rail direct fuel injection (HPCR)', u'Model': '6712', u'PTO\xa0HP\xa0@\xa02,200 Rated RPM': '99', u'Rated\xa0Engine\xa0Power\xa0@\xa02,200 Rated RPM': '115'}, {u'Engine': u'AGCO Power\u2122 4-cyl, 4.4 L, intercooled turbocharger, high-pressure common rail direct fuel injection (HPCR)', u'Model': '6713', u'PTO\xa0HP\xa0@\xa02,200 Rated RPM': '109', u'Rated\xa0Engine\xa0Power\xa0@\xa02,200 Rated RPM': '125'}]","Durability,Versatility,Ease of Use",Massey Ferguson | 6700 Series Mid-Range Tractors
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-6-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-12-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-2-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-5-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-7-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-14-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-1-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-10-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-3-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-tractor-cab-deluxe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-11-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-4-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-9-tractors.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/6600 Series Mid-Range/Gallery/massey-ferguson-6600-series-tractor-cab-classic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Max HP': '140', u'Rear Lift Capacity @ 24"" Behind (lbs)': '11,400', u'Rated HP @ 2200 RPM': '130', u'Transmission': 'Dyna-VT (CVT)', u'PTO HP': '100', u'Emissions Level': 'Tier 4 Interim', u'Model': '6614'}, {u'Max HP': '145, 150 (Dyna-VT)', u'Rear Lift Capacity @ 24"" Behind (lbs)': '11,400', u'Rated HP @ 2200 RPM': '135, 140', u'Transmission': 'Dyna-4 (16x16), or Dyna-6 (24x24), or Dyna-VT (CVT', u'PTO HP': '100, 115, 110', u'Emissions Level': 'Tier 4 Interim', u'Model': '6615'}, {u'Max HP': '160', u'Rear Lift Capacity @ 24"" Behind (lbs)': '11,400', u'Rated HP @ 2200 RPM': '150', u'Transmission': 'Dyna-6 (24x24) or Dyna-VT', u'PTO HP': '125, 120', u'Emissions Level': 'Tier 4 Interim', u'Model': '6616'}]","Innovation,Capability,Comfort",Massey Ferguson | 6600 Series Mid-Range Tractor
"http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/5700SL Series Mid-Range/gallery/massey-ferguson-5700SL-series-mid-range-tractor-gallery-panel2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/5700SL Series Mid-Range/gallery/massey-ferguson-5700SL-series-mid-range-tractor-gallery-panel3.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/5700SL Series Mid-Range/gallery/massey-ferguson-5700SL-series-mid-range-tractor-gallery-panel4.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/5700SL Series Mid-Range/gallery/massey-ferguson-5700SL-series-mid-range-tractor-gallery-panel5.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/5700SL Series Mid-Range/gallery/massey-ferguson-5700SL-series-mid-range-tractor-gallery-panel.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,http://www.masseyferguson.us/content/dam/Brands/Massey Ferguson/US/Tractors/MidRange Tractors/5700SL Series Mid-Range/gallery/massey-ferguson-5700SL-series-mid-range-tractor-gallery-panel6.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg","[{u'Engine': u'AGCO Power\u2122 4-cyl, 4.4 L, intercooled turbocharger, high-pressure common rail direct fuel injection (HPCR)', u'Transmission': 'Dyna-4 16 x 16 Powershift and Power Shuttle Transmission, Available 13:68:1 Creeper', u'Model': '5711SL', u'PTO HP @ 2,200 Rated RPM (kW)': '85', u'Maximum Engine Power HP (kW) @ 1,900 RPM': '110'}, {u'Engine': u'AGCO Power\u2122 4-cyl, 4.4 L, intercooled turbocharger, high-pressure common rail direct fuel injection (HPCR)', u'Transmission': 'Dyna-4 16 x 16 Powershift and Power Shuttle Transmission, Available 13:68:1 Creeper', u'Model': '5712SL', u'PTO HP @ 2,200 Rated RPM (kW)': '95', u'Maximum Engine Power HP (kW) @ 1,900 RPM': '120'}, {u'Engine': u'AGCO Power\u2122 4-cyl, 4.4 L, intercooled turbocharger, high-pressure common rail direct fuel injection (HPCR)', u'Transmission': 'Dyna-4 16 x 16 Powershift and Power Shuttle Transmission, Available 13:68:1 Creeper', u'Model': '5713SL', u'PTO HP @ 2,200 Rated RPM (kW)': '105', u'Maximum Engine Power HP (kW) @ 1,900 RPM': '130'}]","Performance,Ease of Use,Comfort",5700SL Series Mid-Range Tractors | Massey Ferguson
,"[{u'Engine': u'AGCO Power\u2122 4-cyl, 4.4 L, intercooled turbocharger, high-pressure common rail direct fuel injection (HPCR)', u'Model': '5710', u'PTO\xa0HP\xa0@\xa02,200 Rated RPM': '80', u'Rated\xa0Engine\xa0Power HP @\xa02,200 Rated RPM': '95'}, {u'Engine': u'AGCO Power\u2122 4-cyl, 4.4 L, intercooled turbocharger, high-pressure common rail direct fuel injection (HPCR)', u'Model': '5711', u'PTO\xa0HP\xa0@\xa02,200 Rated RPM': '90', u'Rated\xa0Engine\xa0Power HP @\xa02,200 Rated RPM': '105'}]","Durability,Versatility,Ease of Use",Massey Ferguson | 5700 Series Mid-Range Tractors
